feature_0,feature_1,feature_2,feature_3,feature_4,default_flag
-1.173216849860001,-1.6447053900325777,-0.2656045602861052,1.5796738349564845,-0.5195399031704471,1
1.9626315015707443,-0.24975233046762157,1.3338857455005728,0.5946033410501564,-2.0265790413989966,1
1.7740717488614577,1.3120923721413913,0.8949105560268252,-1.1213371102416343,-0.34804638279498157,0
0.3031700759297913,-0.24126803910986241,-0.33689512678513855,0.31048066756851633,-0.508616710528052,0
0.9418823108210209,2.221243612719912,-1.0258681059694763,-2.239893297793028,1.2862937518308262,0
-0.5206608288462149,0.014658988281299981,0.6336610247740587,-0.10208499054014986,0.4878406717183101,0
-0.9069610709764064,-1.0192617693690462,-0.8456731044941129,0.9491523687784565,-0.1583056653555539,1
-1.0325118866898837,-1.1396937148145505,0.4473939370689756,1.0582536122640147,-0.160281168273551,1
-1.0151232814439668,-1.1228743758287014,0.655403829850237,1.0429925712853125,-0.15987278110792702,1
0.6441572114936049,0.03511740120264424,0.7093525144553172,0.06885651095842293,-0.5521696605297284,0
0.8389384739842578,0.9150651283482449,0.1007910726448063,-0.8480311006940165,0.11965605709491967,0
-1.0319122558232732,-1.333811371249904,0.30524312653135294,1.2677395352701557,-0.3481255266206158,1
-1.5736079297351786,1.4352288224710468,-0.8568518651277993,-1.8088662541479599,2.8164796772075427,0
2.115706797289196,1.133548975894493,0.09782717470792267,-0.8721412752973665,-0.8311371889464759,0
-0.8915551691707042,2.2342537622942,0.29724427338012405,-2.5577254749477696,2.96690617086173,0
-1.0308841039112202,-0.6260846423523142,0.518871180440122,0.5045147946750224,0.33380521653801004,1
-0.9160936106216394,-1.2919009827814583,-0.8963326585920618,1.2417235876082744,-0.41305900799087025,1
0.8514619170339449,-1.4332801900621417,0.4928839718518698,1.6871055062849731,-2.1575918947037014,1
-0.9124648344085752,-0.6634681631992074,-0.0809173376626882,0.5644607780891868,0.18999716690076307,1
0.8553184305339164,-0.6787541051211184,-0.5595462852894689,0.8738689220390427,-1.433078973585503,1
1.9483727668403017,2.2796945088470073,0.5535695310677933,-2.1361674079089292,0.42698757862924563,0
0.07042924997037026,0.8217209976675708,-0.5177574472222197,-0.8746858821336058,0.7287796556705863,0
-0.4873392423594307,-0.02795535288620804,-0.1286594463520559,-0.05059733807133515,0.41640731948271126,1
-1.091298167924621,-0.6213063283338203,0.42834205066072495,0.4893500806946136,0.3933803259846743,0
-0.930135062718384,-0.7380121899450288,0.7564883543160984,0.6419403511884266,0.13414802842171014,1
0.09250880609564072,0.1810293204792577,-1.0785127413645972,-0.17994011386479125,0.09050583373628167,0
-0.7450973702042873,0.17241808794028618,-0.47875857152168855,-0.3094420073198828,0.8442502137392498,0
0.8717336513840483,-0.7809158958552518,-1.571152351117883,0.9867865407724732,-1.5465866387138303,1
-2.088490938219608,1.1987254007883346,0.4042128652773321,-1.6390755208282184,3.056723958098808,0
0.897856134128569,-0.5884435025879571,-0.5330904020158331,0.7835031203693138,-1.3846414975852848,0
0.9869903039613726,-2.0625868979336035,-0.23492427152097461,2.388369138966825,-2.888096285276258,1
-1.1352714520004275,-1.158823463164405,-0.014098965906671578,1.061860915908015,-0.08524840627888952,1
0.3730878720806883,0.9458454863482751,1.3510728924131392,-0.958423538450541,0.5731855167418678,0
-0.846994218774063,-0.2372953833030157,-0.2775442563155516,0.11561450846211696,0.5416345307121913,1
-0.00854754487488707,2.6567299198322494,-1.1904077356744902,-2.8671193249739337,2.5711825475897627,0
2.379822889766495,-0.5134023324832782,-0.44184892724082386,0.9481197044927745,-2.660527952441231,0
0.7567970127369775,-2.126318158342581,-0.2539517063972351,2.4189705855467185,-2.7401592465343256,1
-0.13704524746192448,1.9895253641213808,0.24365722370271442,-2.1687257224125194,2.0443221890843875,0
-0.7776458649704522,0.7731345527992048,-2.230468019124459,-0.9628028848453463,1.453477675343406,0
1.12666871622426,1.5107609533876007,-1.5978721344948377,-1.4429065727279247,0.432650019202072,0
-1.3136121820471027,1.2598832712472194,-0.484173951248737,-1.5766473471966629,2.410749724844096,0
-1.0392812308743704,-1.0803151057226912,-0.9394632419859826,0.9930827267454154,-0.09682963174273551,1
-1.2877803817815474,-1.6505240756979636,-0.8682609615983323,1.566967149291552,-0.4209244259731668,1
-2.4125756163520915,0.40710926697987676,-0.645572072035395,-0.8388929306685681,2.587767074588445,0
-1.0321563988349343,-1.05615202153185,-0.9626510119189763,0.9681995996872826,-0.07999749688526814,1
0.2619343732843791,0.9581601899773913,0.3603687159048611,-0.9901249107813648,0.6861949609080393,1
-0.875001962514854,-0.7788392329252398,0.6373246830230725,0.6951142651903621,0.04459510154990953,1
0.5335378662620062,1.1925066796689343,-1.3307051313309262,-1.1979002137094565,0.665204934932064,0
-0.5786729091882845,1.0863940460094106,-0.5893322314273619,-1.2677331351704935,1.5747078251586406,0
-1.3661831465562528,0.7837365196512657,-0.7469232850701676,-1.0717587940394844,1.999157755666631,0
-1.0960409885143843,-1.3229626114843953,-0.3187483152461331,1.2454113696473295,-0.2793136089514636,1
0.5483143664058364,0.6979170821391485,0.3675104105406022,-0.6619587325395179,0.17454532355900504,0
-0.35343124581859353,0.3732304314925585,0.1675701058009903,-0.46115118234076635,0.681671165702037,0
-0.4344358779981726,1.1322201729281995,0.8468821038849139,-1.2932639286021188,1.4876975182296777,0
1.024767363004866,1.5084597135026252,0.10744437434089255,-1.457309269671748,0.5231393481613901,0
-0.9750028182938163,1.9297306830697556,1.355572935710348,-2.2430764049092042,2.7490007585303355,0
0.6748710208279112,1.2583258687920347,0.8272361076574231,-1.2454778531348207,0.6001273302035514,0
0.890427791285743,-0.32342793175359436,2.0538186900865956,0.496411083736088,-1.1221769274816356,1
1.0059904871137546,-1.715158489738572,-0.3879649689074522,2.0167610144205668,-2.570158465675405,1
2.0990749508706426,0.8733796587805908,0.45668801073039916,-0.5942634372791804,-1.0670358093089898,0
-1.7896022052761293,2.3330018682404363,-1.0902084067994298,-2.813046366028174,3.879227662585656,0
-1.9750169929556514,0.5759778707342158,-0.5898923177556078,-0.948541395775627,2.3526134440301316,0
0.569181822919808,3.0552792056073743,-2.1779677321946878,-3.201288551333927,2.4301143423302474,0
-1.5450492600205932,1.0259906722849836,-0.5849076534177698,-1.362706104132944,2.395634340023328,0
2.232246326585872,1.097226682519155,-0.3559740843858328,-0.8136514643831845,-0.9722111037878874,1
-0.9070006068568705,-0.8724178328866113,1.1815677164191463,0.7907514295677912,-0.01658399956441614,1
0.48151618403978125,-2.1217154884639804,0.094621044669358,2.36839213307884,-2.485268079313086,1
2.1947322642101543,2.0480406521808345,0.9639069340758625,-1.8454706087527941,-0.020666472201057884,0
-0.8261333020148044,-0.8887255261338565,-0.05310680169691065,0.8217414814304884,-0.10589182620018533,1
-0.355220115107473,-1.9492505815656755,-0.1539052269746876,2.0437151493204615,-1.5575997005307562,1
1.8911197197728267,0.06476433508206292,0.03149156226199577,0.24349799325954624,-1.6580491814988987,1
-0.07448050804558903,0.6918061743568098,0.5199021395287525,-0.7585636130065685,0.735267126525112,0
0.8711454776344577,-0.3203642855874561,-0.9943550656308734,0.48991139803372596,-1.101677872650219,1
0.8247853651934391,0.2878962961348303,0.2138087939410634,-0.17387557218737038,-0.47260550546305863,0
-0.5709327254004817,-0.16852623008616582,-1.1997252650902135,0.08717921163615072,0.35682758004615106,0
1.1669082484015496,0.9560503217462006,0.22328091325537056,-0.8378958587977094,-0.1391849696980001,0
-0.9668042080742875,-1.1600988653112956,-1.2203206899439758,1.0911514849762358,-0.23975030902064154,1
1.437685090484406,0.16426914652062846,-0.2581751380314344,0.06103268708081666,-1.1495054147059067,1
1.3693898813221246,-0.02794926865149644,-0.44565030302999453,0.25705417526619356,-1.27283680199402,1
1.2800040938691033,-0.476969384366446,0.07557637267003782,0.7265821876708295,-1.6247609395073086,1
-0.8760717309566901,-0.7785497609253498,0.7114105794654951,0.6946247643860366,0.045847679242681405,1
-0.11770415448163707,-0.017601851367260554,-0.38245239766929023,-0.000517077486824058,0.09010355778814028,0
1.3967439128591272,-0.032634212487047065,-0.5125341106465501,0.2666401619060781,-1.3022438421033817,0
-1.0264595436298076,-1.045004939193208,-0.2310694774576803,0.9571196730021946,-0.07442497438778162,1
2.7859881540546576,0.25511165558651616,-0.5912847888018945,0.1864570962385086,-2.288538518777652,0
0.9085957417246526,-0.6328117133054437,0.29523257504060313,0.8331407879631838,-1.4372220524902817,1
-1.249470033267553,-1.4331900408253337,-1.340072071123935,1.338886036680311,-0.24607947323780555,1
-0.7631336475368731,-0.753160544432429,1.0703651602299298,0.6859522051152078,-0.03240589713283204,0
-0.9572301413032072,-1.0693782537176277,0.05586393984449697,0.9948813835637186,-0.16092694814718045,1
-1.2810544531021797,0.6514407435350472,0.9567031863856584,-0.9149511600028999,1.7940591953627645,0
-1.1594177874759128,-1.5714694599913315,-1.0084487325473497,1.5029638026943068,-0.4614309291611709,1
1.2062830889157667,-0.21879004807957061,1.447796418457866,0.43587948532498655,-1.3085794783543205,1
1.515996151688522,1.0803765667304521,-0.9087696708079733,-0.9141578577791025,-0.3368257453734642,0
1.321555149997914,-0.35110071267296444,0.820553502887897,0.5976979034631622,-1.5411168048666555,1
-0.9543401267223368,-1.2409569301634877,-1.6313351104170732,1.1804349694787903,-0.32910784988905517,1
0.03225674888478891,0.9383307204101763,1.6994359830087096,-1.006793037047223,0.8760224832341952,0
-1.1077348906171074,-1.3305493500878203,-0.05152292852464606,1.251657198641647,-0.27599474692807835,1
-0.9549233148051065,-1.0454473087948928,-0.5764195763348439,0.969450316901298,-0.1399353822930245,1
-1.446560079613775,-1.849406144203364,2.3921096352739926,1.755183255266704,-0.46836270772201116,1
-0.35298164997116643,0.814765194550551,0.5181017020299757,-0.9373416931930453,1.107286934698042,0
-1.0829978026070815,1.1269350581401771,1.356583385827982,-1.3950291305895712,2.0726589384509047,0
